Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Late-demographic dividend","LTE","","79019031458.2282","207093421522.661","233855805267.975","250832292781.005","271500831990.026","273209087608.025","269308492730.108","283156580463.57","307585550272.053","331800646699.81",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Latin America & Caribbean","LCN","","39734825984.2686","65966595030.949","70874214251.5282","75997357281.46","80200071563.8362","87720891958.4463","91159574380.5261","96764438176.743","101875423146.733","103820493536.209",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Latin America & Caribbean (excluding high income)","LAC","","27786000000","47364700000","50131500000","52993700000","56274000000","62166500000","64684100000","68620300000","72634339022.5092","76418045326.9442",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","29192000000","52638700000","57438500000","61827700000","65694000000","72621500000","75029100000","79641300000","85085725562.9601","87344813279.6766",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Least developed countries: UN classification","LDC","","3183983807.76824","13117468129.2029","15294959384.007","17448967976.7791","19930823126.4551","22183443334.2793","21290287961.716","21393386760.8946","22701953502.8483","25378348240.0161",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Low & middle income","LMY","","111216167968.178","307291110888.663","332895961971.268","355612243426.928","379032965741.92","384662073809.245","373650177159.302","374171435939.938","415405177860.41","456526439313.342",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Low income","LIC","","2794783320.67525","15483136826.9059","10848354080.4586","","","","","","","",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Lower middle income","LMC","","22125309126.8502","68373998478.4326","72702026093.1051","79301276459.9721","79270348234.1344","82839947494.1288","79859650761.3917","80440600786.0975","98366773566.0462","109076127849.239",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Middle East & North Africa","MEA","","24741855073.3465","82970676455.0504","74022866683.6269","81019140775.927","80989451581.4323","90609264251.6094","94256412289.5055","96280824977.0944","113197585681.869","121534878335.698",""
"International tourism, receipts (current US$)","ST.INT.RCPT.CD","Middle East & North Africa (excluding high income)","MNA","","12767288283.1981","50589000000","39951453436.2046","42727255845.2762","38840627838.5736","42610769496.4048","38894560597.5728","34603699728.5864","43428785239.1953","49867757919.2172",""
