,iso_code,continent,location,date,total_cases,total_deaths,total_cases_per_million,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,medical_doctors,ghs_score,health_expenditure_5y_avg,GDP growth (annual %),GDP per capita growth (annual %),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Population density (people per sq. km of land area),"Population, total",Surface area (sq. km),Female share of employment in senior and middle management (%),Firms with female participation in ownership (% of firms),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Proportion of seats held by women in national parliaments (%),"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Women who were first married by age 18 (% of women ages 20-24),overweight_in_percent,stunting_in_percent,underweight_in_percent,"Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, number of arrivals","International tourism, number of departures","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",lockdown_date,lockdown_type,di_score,di_electoral_process_and_pluralism,di_functioning_of_government,di_political_participation,di_political_culture,di_civil_liberties,di_regime_type,household_avg_people,household_members_1,household_members_2_3,household_members_4_5,household_members_6_or_more
142,NIC,North America,Nicaragua,2020-06-23,2014.0,64.0,304.02,3.5189999999999997,5321.444,3.2,137.016,11.47,,,,9.78,43.1,8.194318562746044,-3.95091708124258,-5.14914016579304,2020.0,5700.0,13068790473.1023,36823359052.8874,53.7270483629716,6465513.0,130370.0,,,77.77,70.741,45.7,49.869998931884794,56.869998931884794,,6.55,24.066666666666666,7.033333333333334,102.575,200.678,5.1855814091706,349000000.0,1256000.0,974000.0,9.87027125102059,544000000.0,,None,3.55,1.25,2.86,3.89,5.63,4.12,Authoritarian,4.92,4.59,26.37,35.96,33.08
143,NLD,Europe,Netherlands,2020-06-23,49658.0,6090.0,2898.066,11.880999999999998,48472.545,,109.361,5.29,24.4,27.3,,36.05,75.6,10.375210493803042,2.59745361827454,2.00009858507431,51260.0,58140.0,883236056903.029,1001782586018.43,511.47592757494795,17231624.0,41540.0,24.760000228881804,,83.4,80.2,36.0,86.8550033569336,80.2689971923828,,,,,,,3.85310378322941,25952000000.0,18780000.0,22115000.0,3.3526695560413504,25850000000.0,16/03/2020,Full,9.01,9.58,9.29,8.33,8.75,9.12,Full democracy,2.23,35.11,45.53,18.01,1.35
144,NOR,Europe,Norway,2020-06-23,8745.0,248.0,1613.099,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,,29.16,64.6,9.863836616277686,1.28954820126177,0.6231470137170451,80640.0,70530.0,428375207614.415,374631286747.306,14.5482916341657,5311916.0,625217.109375,33.470001220703104,,84.4,81.3,41.4,95.7030029296875,91.6230010986328,,,,,38.861,62.494,13.175788618555801,18592000000.0,5688000.0,8110000.0,4.26622331607864,7096000000.0,12/03/2020,Full,9.87,10.0,9.64,10.0,10.0,9.71,Full democracy,2.22,39.58,40.73,18.13,1.56
145,NPL,Asia,Nepal,2020-06-23,9026.0,23.0,309.78,3.2119999999999997,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,7.49,35.1,5.828711241483688,6.65753266831794,4.90794694128547,970.0,3360.0,27201708172.7506,94248051482.1782,195.939107080572,28087871.0,147180.0,,,71.9,68.98899999999999,32.7,10.5559997558594,32.6199989318848,,1.0285714285714287,51.9125,36.95,129.611,167.31599999999997,6.26698468458562,918000000.0,1173000.0,,27.782884671518396,744000000.0,24/03/2020,Full,5.28,4.83,5.36,5.0,5.63,5.59,Hybrid regime,4.24,6.45,33.96,36.57,23.02
146,NZL,Oceania,New Zealand,2020-06-23,1165.0,22.0,241.58900000000003,9.72,36085.843,,128.797,8.08,14.8,17.2,,35.9,54.0,9.316181838512422,2.77357101506234,1.7736463724658897,41020.0,40550.0,198566287203.762,196320021186.879,18.3851733697923,4841000.0,267710.0,,,83.6,80.2,38.3,85.4169998168945,78.5540008544922,,,,,,,8.023966068493849,4603000000.0,3686000.0,3038000.0,19.084131933229102,10961000000.0,25/03/2020,Full,9.26,10.0,9.29,8.89,8.13,10.0,Full democracy,2.67,22.84,50.52,22.09,4.55
147,OMN,Asia,Oman,2020-06-23,31076.0,137.0,6085.432,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,20.03,43.1,3.7600989639759055,1.7640875486989,-1.68210182403824,15140.0,29160.0,73109396536.3372,140846655469.713,15.6041453957997,4829483.0,309500.0,,,80.134,75.89,1.2,95.5459976196289,96.27200317382808,,3.5500000000000003,16.066666666666666,11.916666666666664,63.183,101.38799999999999,9.094428810836801,3210000000.0,2301000.0,3350000.0,6.44138448487136,2975000000.0,29/03/2020,Partial,3.06,0.08,3.93,2.78,4.38,4.12,Authoritarian,8.02,10.62,19.07,18.37,51.94
148,OWID_KOS,Europe,Kosovo,2020-06-23,2169.0,37.0,1122.221,,9795.834,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,Partial,,,,,,,,,,,,
149,PAK,Asia,Pakistan,2020-06-23,185034.0,3695.0,837.666,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,9.8,35.5,2.7531329914927483,5.83024190542581,3.6767121099591695,1590.0,5110.0,337059830287.149,1085235831419.14,275.28931870070596,212215030.0,796100.0,,,68.109,66.194,20.6,28.4039993286133,46.609001159668,18.3,4.757142857142857,46.67142857142858,33.737500000000004,137.509,172.896,4.23688702829611,2899000000.0,,,2.65801112530378,818000000.0,26/03/2020,Full,4.25,6.08,5.71,2.22,2.5,4.71,Hybrid regime,6.8,1.08,12.88,25.16,60.88
150,PAN,North America,Panama,2020-06-23,26752.0,521.0,6200.102,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,15.69,43.7,6.98603093624115,3.6770136293444997,1.93696407326647,14370.0,29340.0,60023543303.6692,122562530421.131,56.1860774818402,4176873.0,75420.0,,,81.593,75.235,18.3,64.52700042724611,61.3380012512207,,9.066666666666666,19.83333333333333,4.733333333333333,76.653,148.159,4.5221779077851,1307000000.0,1785000.0,681000.0,19.6745244988913,5615000000.0,25/03/2020,Full,7.05,9.58,6.07,6.67,5.0,7.94,Flawed democracy,3.67,14.66,38.02,31.26,16.06
151,PER,South America,Peru,2020-06-23,254936.0,8045.0,7731.93,4.455,12236.706,3.5,85.755,5.95,4.8,,,13.05,49.2,4.956688657402991,3.97693571755005,2.20561703131051,6470.0,12450.0,207101732427.075,398280577964.98706,24.99160625,31989256.0,1285220.0,,,79.28,73.834,27.7,39.8129997253418,49.893001556396506,,8.940000000000003,21.860000000000007,4.320000000000001,84.815,146.37,6.64082116705214,3417000000.0,4419000.0,3078000.0,8.720746945012719,4894000000.0,10/03/2020,Full,6.6,9.17,5.0,5.56,5.63,7.65,Flawed democracy,3.75,12.91,34.68,36.02,16.39
152,PHL,Asia,Philippines,2020-06-23,30682.0,1177.0,279.994,2.661,7599.188,,370.43699999999995,7.07,7.8,40.8,78.46300000000001,6.0,47.6,4.353193342685702,6.24373774240088,4.77073894578564,3830.0,9980.0,408840418468.117,1064889434413.69,357.688305329175,106651922.0,300000.0,25.510000228881804,,75.387,67.123,29.5,60.0880012512207,65.6230010986328,,,,,130.91,235.071,9.614105961599439,12474000000.0,7168000.0,,10.7653942890797,9730000000.0,16/03/2020,Partial,6.64,9.17,5.36,7.22,4.38,7.06,Flawed democracy,4.23,9.18,30.05,36.82,23.95
153,PNG,Oceania,Papua New Guinea,2020-06-23,9.0,0.0,1.006,2.142,3823.1940000000004,,561.494,17.65,23.5,48.8,,0.7,27.8,2.6432360336184497,-0.820774238373588,-2.76011441200268,2570.0,4220.0,22111662448.2579,36334539993.2087,19.004363379410897,8606316.0,462840.0,,,65.57600000000001,63.038999999999994,0.0,11.937000274658198,28.4440002441406,,6.7333333333333325,46.46666666666667,22.9,187.7,251.144,,,140000.0,,,,,None,6.03,6.92,6.07,3.89,5.63,7.65,Flawed democracy,5.43,4.08,21.97,29.73,44.22
154,POL,Europe,Poland,2020-06-23,32227.0,1359.0,851.5160000000001,10.202,27216.445,,227.331,5.91,23.3,33.1,,23.79,55.4,6.442192643880844,5.14801848357114,5.148228919437201,14100.0,30410.0,535535085143.50104,1154948085917.64,124.023482151605,37974750.0,312680.0,39.52000045776371,,81.8,73.9,28.0,83.9710006713867,76.3030014038086,,,2.75,,,,3.4739665375282,10608000000.0,19622000.0,12800000.0,4.84104001819847,15748000000.0,12/03/2020,Full,6.62,9.17,6.07,6.11,4.38,7.35,Flawed democracy,2.82,24.04,45.92,23.68,6.37
155,PRI,North America,Puerto Rico,2020-06-23,6564.0,149.0,2294.431,9.829,35044.67,,108.094,12.9,,,,,,,-4.90562615259037,-1.04108061898415,21100.0,23620.0,67412091451.5787,75481058823.2137,360.220180383315,3195153.0,8870.0,,,83.382,76.346,,92.0279998779297,76.48500061035159,,,,,63.033,146.208,,893000000.0,3068000.0,,,3282000000.0,,,,,,,,,,2.67,23.06,50.37,23.17,3.4
156,PRT,Europe,Portugal,2020-06-23,39392.0,1534.0,3863.208,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,,51.24,60.3,9.018246978521347,2.44126692937017,2.60541088250956,21980.0,33520.0,226063382260.54398,344694239561.636,112.26194121729999,10283822.0,92225.595703125,32.1599998474121,,84.9,78.7,34.8,87.5550003051758,79.3320007324219,,,,,,,6.277048168313001,6524000000.0,16186000.0,2486000.0,22.809757061485897,24105000000.0,18/03/2020,Full,8.03,9.58,7.86,6.11,7.5,9.12,Full democracy,2.58,21.44,55.48,21.1,1.99
157,PRY,South America,Paraguay,2020-06-23,1392.0,13.0,195.162,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,13.54,35.7,6.569114774465558,3.6766232313560496,2.3499903437389196,5670.0,12830.0,39417705919.7151,89262662838.687,17.5083589227284,6956071.0,406751.9921875,,,76.25,72.15899999999999,15.0,56.0870018005371,57.515998840332,,9.275,13.025,2.525,120.525,163.97799999999998,3.95577302466936,549000000.0,1181000.0,1266000.0,2.73715829008388,393000000.0,15/03/2020,Partial,6.24,8.75,5.71,5.0,4.38,7.35,Flawed democracy,4.63,8.09,27.32,33.15,31.44
158,PSE,Asia,Palestine,2020-06-23,1196.0,5.0,234.445,1.726,4449.898,1.0,265.91,10.59,,,,,,,0.9052782324058771,-1.61856449743397,3710.0,6750.0,16971424264.6216,30839168550.1687,758.984551495017,4569087.0,6020.0,17.8299999237061,,75.595,72.263,,75.4670028686523,68.6750030517578,,,,,92.30799999999999,126.51299999999999,8.64734863783412,755000000.0,606000.0,,8.43813641509338,245000000.0,05/03/2020,Full,3.89,3.33,0.14,7.78,4.38,3.82,Authoritarian,5.89,3.53,18.72,24.41,53.33
159,PYF,Oceania,French Polynesia,2020-06-23,60.0,0.0,213.59599999999998,4.593,,,,22.63,,,,,,,,,,,,,75.8685792349727,277679.0,4000.0,,,79.725,75.40100000000001,,86.8239974975586,80.677001953125,,,,,66.154,112.85700000000001,,,216300.0,47000.0,,,,,,,,,,,,,,,,
160,QAT,Asia,Qatar,2020-06-23,88403.0,99.0,30684.193,0.617,116935.6,,176.69,16.52,0.8,26.9,,24.85,41.2,2.6546889543533316,1.49333999292831,-0.5846691334430429,61150.0,94910.0,170097430243.3,264009164711.453,239.59319552110298,2781677.0,11610.0,,,81.876,78.98100000000001,9.8,99.6019973754883,99.5759963989258,,10.4,11.6,4.8,31.873,41.498000000000005,17.860239113011,11754000000.0,1819300.0,,14.8584760608804,15239000000.0,11/03/2020,Full,3.19,0.0,4.29,2.22,5.63,3.82,Authoritarian,,,,,
161,ROU,Europe,Romania,2020-06-23,24291.0,1523.0,1262.678,11.69,23313.199,5.7,370.94599999999997,9.74,22.9,37.1,,29.81,45.8,5.063401088118554,3.9538105416595095,4.6018268332256,11300.0,28350.0,219905931423.429,551882049242.2839,84.60598487482609,19466145.0,238400.0,30.059999465942397,,79.2,71.8,20.7,76.0920028686523,73.7720031738281,,8.080000000000002,13.22,3.88,73.319,171.82,4.68378784248232,5088000000.0,11720000.0,21039000.0,3.2253423828987002,3261000000.0,25/03/2020,Full,6.49,9.17,5.71,5.56,4.38,7.65,Flawed democracy,2.67,25.99,48.45,20.5,5.05
162,RUS,Europe,Russia,2020-06-23,592280.0,8206.0,4058.534,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,37.49,44.3,5.236444249749185,2.25480434572114,2.26174479438679,10230.0,27840.0,1501658920484.16,4088434216693.13,8.82207955488442,144478050.0,17098250.0,39.75,,77.81,67.75,15.8,94.23400115966801,92.18199920654301,,,,,,,11.295195961647902,38791000000.0,24551000.0,41964000.0,3.6762050568671696,18670000000.0,27/03/2020,Full,3.11,2.17,1.79,5.0,2.5,4.12,Authoritarian,2.58,25.69,51.04,19.84,3.43
163,RWA,Africa,Rwanda,2020-06-23,787.0,2.0,60.762,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,1.34,34.2,6.702383309602737,8.606705998283191,5.772764955423139,780.0,2070.0,9646119798.09079,25458784039.9078,498.659870287799,12301939.0,26340.0,33.220001220703104,,70.78399999999999,66.518,61.3,22.2910003662109,41.691001892089794,,6.314285714285715,46.31111111111111,15.888888888888891,161.59,216.342,11.993097895119199,377000000.0,,,25.849287063411303,528000000.0,16/03/2020,Full,3.16,1.42,4.29,2.78,4.38,2.94,Authoritarian,4.26,8.15,30.76,34.88,26.2
164,SAU,Asia,Saudi Arabia,2020-06-23,161005.0,1307.0,4624.738,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,26.12,49.3,5.351573154330252,2.43411077754232,0.607923521071328,21600.0,49200.0,727799865031.351,1657940355932.87,15.6766543082956,33699947.0,2149690.0,,,76.615,73.79899999999999,19.9,98.63800048828129,94.61599731445308,,3.65,15.35,9.4,76.148,91.87200000000001,8.56023595709856,17932000000.0,15334000.0,21866000.0,5.4053725409928095,16975000000.0,15/03/2020,Full,1.93,0.0,2.86,2.22,3.13,1.47,Authoritarian,,,,,
165,SDN,Africa,Sudan,2020-06-23,8698.0,533.0,198.361,2.0340000000000003,4466.5070000000005,,431.38800000000003,15.67,,,23.436999999999998,2.62,26.2,6.51386149227619,-2.32082732082732,-4.62984322829847,1560.0,4430.0,65214050620.6498,165499750224.311,,41801533.0,,,,66.947,63.277,30.5,33.5069999694824,48.140998840332,,,,,187.141,244.878,0.15781844189836802,13000000.0,836000.0,,20.8779243729127,1043000000.0,,None,2.7,0.0,1.79,5.56,5.0,1.18,Authoritarian,5.59,5.06,20.66,26.8,47.48
166,SEN,Africa,Senegal,2020-06-23,5970.0,86.0,356.54699999999997,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,0.69,37.9,4.312078282237052,6.76629382353322,3.83706200836902,1410.0,3330.0,22388448961.1614,52818303286.8483,82.3474783150678,15854360.0,196710.0,,,69.627,65.501,41.8,27.0690002441406,39.082000732421896,,2.115384615384615,22.735714285714288,16.3,144.704,216.045,,,,,,,24/03/2020,Partial,5.81,6.08,6.07,4.44,6.25,6.18,Hybrid regime,8.66,6.92,11.47,15.48,66.13
167,SGP,Asia,Singapore,2020-06-23,42313.0,26.0,7232.566999999999,7.0489999999999995,85535.383,,92.243,10.99,5.2,28.3,,22.94,58.7,4.1346968710422525,3.13946454303462,2.6561500075620295,58770.0,92150.0,331373275388.734,519598224551.591,7952.9984184018,5638676.0,719.0000152587891,,,85.4,81.0,23.0,90.8629989624023,82.4739990234375,,2.6,4.4,3.3,34.939,59.839,4.550200571206151,25346000000.0,14673000.0,9889000.0,3.07876287879111,20416000000.0,26/03/2020,Partial,6.02,3.92,7.86,5.0,6.25,7.06,Flawed democracy,3.29,12.21,38.95,37.69,11.15
168,SLE,Africa,Sierra Leone,2020-06-23,1340.0,55.0,167.983,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,0.25,38.2,16.3310869038105,3.4461626214014305,1.25932772139537,490.0,1580.0,3739206570.46938,12119881127.6983,105.987170961485,7650154.0,72300.0,,,55.106,53.468,12.3,5.19099998474121,17.169000625610398,,6.237500000000002,37.2,20.39,353.346,392.26300000000003,3.77996675695004,61000000.0,57000.0,112000.0,5.16251193191442,39000000.0,,None,4.86,6.58,2.86,3.33,6.25,5.29,Hybrid regime,5.9,4.0,15.87,30.74,49.38
169,SLV,North America,El Salvador,2020-06-23,4808.0,107.0,741.2660000000001,5.417000000000001,7292.4580000000005,2.2,167.295,8.87,2.5,18.8,90.65,15.66,44.2,7.594985663890839,2.53894979803808,2.0179781442372797,3820.0,8320.0,24510577375.7738,53411455432.2197,309.88146718146703,6420744.0,21040.0,35.7400016784668,,77.635,68.229,31.0,54.0379981994629,66.28900146484379,,4.75,26.600000000000005,7.7666666666666675,103.29899999999999,268.447,3.8769047631477602,490000000.0,1677300.0,1260000.0,18.224925487708898,1370000000.0,11/03/2020,Full,6.15,9.17,4.64,6.11,3.75,7.06,Flawed democracy,4.07,8.82,34.09,36.82,20.28
170,SMR,Europe,San Marino,2020-06-23,713.0,42.0,21008.898999999998,,56861.47,,,5.64,,,,61.09,31.1,7.368963062763214,,,,,,,563.083333333333,33785.0,60.0,,,,,26.7,,,,,,,,,,,84000.0,,,,09/03/2020,Full,,,,,,,,,,,,
171,SOM,Africa,Somalia,2020-06-23,2812.0,90.0,176.93099999999998,1.496,,,365.769,6.05,,,9.831,0.23,16.6,,,,,,,,23.923476902477102,15008154.0,637660.0,,,58.791000000000004,55.41,24.4,5.42600011825562,13.4490003585815,,3.85,32.166666666666664,26.03333333333333,269.466,324.793,,,,,,,19/03/2020,Full,,,,,,,,,,,,
172,SRB,Europe,Serbia,2020-06-23,12990.0,262.0,1909.004,,14048.881000000001,,439.415,10.08,37.7,40.2,97.719,31.13,52.3,8.891468495130539,4.39223723899327,4.96414718023301,6390.0,16710.0,44641964405.7233,116678485212.37,79.8376857992225,6982604.0,88360.0,29.7900009155273,,78.1,73.1,34.4,76.1269989013672,68.302001953125,,16.266666666666666,6.9,1.7333333333333334,74.794,141.791,6.16852555527403,1837000000.0,1711000.0,,7.6941704983767,1921000000.0,15/03/2020,Full,6.41,8.25,5.36,6.11,5.0,7.35,Flawed democracy,2.88,22.33,44.81,26.19,6.67
173,SSD,Africa,South Sudan,2020-06-23,1892.0,34.0,169.023,2.032,1569.888,,280.775,10.43,,,,,21.7,,,,,,,,,10975920.0,,,,59.135,56.115,28.5,7.980999946594241,14.8000001907349,,8.45,33.75,30.1,300.89799999999997,350.689,14.3628279932358,513000000.0,,,0.387776007652113,12000000.0,,,,,,,,,,5.95,4.33,15.68,26.87,53.12
174,STP,Africa,Sao Tome and Principe,2020-06-23,702.0,12.0,3203.125,2.162,3052.7140000000004,32.3,270.113,2.42,,,41.34,0.53,17.7,6.501499563455582,2.65769375666697,0.74150891054461,1890.0,4060.0,398917748.232659,857720617.628908,219.820833333333,211028.0,960.0,,,72.583,67.783,18.2,42.5089988708496,53.8429985046387,,,,,124.395,188.24900000000002,8.92802364678821,17600000.0,33400.0,,73.19355970951808,71900000.0,,,,,,,,,,3.84,19.87,27.96,29.93,22.25
175,SUR,South America,Suriname,2020-06-23,319.0,8.0,543.78,4.229,13767.118999999999,,258.314,12.54,7.4,42.9,67.779,12.1,36.5,5.674896091222763,1.9000000000000101,0.9278658867933699,5210.0,14390.0,3000246883.44837,8291311419.53127,3.69225,575991.0,163820.0,,32.7,74.937,68.368,25.5,89.2819976806641,83.8990020751953,,3.633333333333333,11.166666666666664,8.133333333333335,118.443,219.75400000000002,4.93243932748648,104000000.0,,,3.2084253330086,73000000.0,,None,6.98,9.17,6.43,6.67,5.0,7.65,Flawed democracy,3.94,14.97,32.77,31.85,20.41
176,SVK,Europe,Slovakia,2020-06-23,1588.0,28.0,290.862,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,,34.16,47.9,7.024033665657042,4.03370304338463,3.88970762164871,18260.0,31960.0,99471783267.9989,174103398545.603,113.28558652246299,5446771.0,49030.0,30.3700008392334,,80.7,73.8,20.0,90.1439971923828,81.109001159668,,,,,,,2.80815871532977,2823000000.0,2256000.0,,3.27237655592596,3318000000.0,09/03/2020,Full,7.17,9.58,7.14,5.56,5.63,7.94,Flawed democracy,2.8,20.83,47.99,26.99,4.2
177,SVN,Europe,Slovenia,2020-06-23,1521.0,109.0,731.6260000000001,12.93,31400.84,,153.493,7.25,20.1,25.0,,30.86,67.2,8.493027538061142,4.1182178590651395,3.7413850299764104,24500.0,38140.0,50818622425.2578,79094983841.5063,102.96366052404,2073894.0,20675.0,38.220001220703104,,84.0,78.2,24.4,88.0670013427734,82.0260009765625,,,,,,,4.21483334690866,1755000000.0,4425000.0,3188000.0,7.32150137778033,3378000000.0,11/03/2020,Full,7.5,9.58,6.79,6.67,6.25,8.24,Flawed democracy,2.47,32.6,43.69,20.54,3.16
178,SWE,Europe,Sweden,2020-06-23,58932.0,5122.0,5835.273,13.433,46949.282999999996,0.5,133.982,4.79,18.8,18.9,,39.84,72.1,11.04345306754112,2.22523861239767,1.04461468244648,55540.0,54640.0,565106540174.312,556004493507.453,24.981498121823698,10175214.0,447430.0,39.3499984741211,,84.1,81.0,46.1,94.4250030517578,86.7310028076172,,,,,38.431,62.062,7.42430835750222,18056000000.0,7440000.0,,5.91079200526395,14926000000.0,,None,9.39,9.58,9.64,8.33,10.0,9.41,Full democracy,,,,,
179,SWZ,Africa,Swaziland,2020-06-23,643.0,6.0,554.232,1.845,7738.975,,333.436,3.94,1.7,16.5,24.096999999999998,3.29,31.1,7.1448290348053,2.35100982006338,1.32064533880811,3930.0,8820.0,4459563360.10043,10016336896.4639,66.05761627906979,1136191.0,17360.0,,,63.968,55.284,7.2,58.6640014648438,70.7300033569336,,,,,309.883,479.936,2.08039961827122,43000000.0,782000.0,1717000.0,0.8634572163239258,16400000.0,,,3.14,0.92,2.86,2.78,5.63,3.53,Authoritarian,4.74,17.65,24.63,21.6,36.12
180,SXM,North America,Sint Maarten (Dutch part),2020-06-23,77.0,15.0,1795.625,,36327.232,,,,,,,,,,,,,,,,,40654.0,,,,,,,,,,,,,,,8.51334640872217,105000000.0,178000.0,,57.798506947798394,468000000.0,,,,,,,,,,2.58,29.18,46.32,20.18,4.31
181,SYC,Africa,Seychelles,2020-06-23,11.0,0.0,111.85700000000001,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,21.21,31.9,4.803862646222114,3.6273515827419196,2.64314769997245,15600.0,26920.0,1509179623.27506,2604440203.21612,210.35217391304298,96762.0,460.0,,,77.4,68.5,21.2,,,,8.0,7.800000000000002,4.3,97.723,201.609,5.49025352034366,102000000.0,362000.0,72000.0,36.40423070761621,611000000.0,,None,,,,,,,,3.78,14.32,34.9,33.81,16.97
182,SYR,Asia,Syria,2020-06-23,219.0,7.0,12.514000000000001,2.577,,,376.264,,,,70.598,12.87,19.9,,,,,,,,92.0671077710614,16906283.0,185180.0,,,77.763,66.578,13.2,83.6859970092773,59.4189987182617,,,,,73.258,237.292,,,,,,,14/03/2020,Full,1.43,0.0,0.0,2.78,4.38,0.0,Authoritarian,,,,,
183,TCA,North America,Turks and Caicos Islands,2020-06-23,14.0,1.0,361.589,,,,,,,,,,,,5.28208549380973,3.74471268028005,26740.0,26230.0,1007020879.68285,988087907.867948,39.647368421052605,37665.0,950.0,,,,,,,,,,,,,,0.7717488281836221,4200000.0,441000.0,,95.18352166661471,787000000.0,,,,,,,,,,,,,,
184,TCD,Africa,Chad,2020-06-23,858.0,74.0,52.235,1.446,1768.1529999999998,38.4,280.995,6.1,,,5.818,0.43,28.8,4.461597949266435,2.6413300339927996,-0.415664166030837,670.0,1590.0,10439631781.5373,24605099389.846,12.2917336404066,15477751.0,1284000.0,,13.1,55.4,52.577,15.3,1.08500003814697,11.463000297546401,,3.0400000000000005,41.26000000000001,31.4,335.37800000000004,377.60699999999997,,,,,,,,None,1.61,0.0,0.0,1.67,3.75,2.65,Authoritarian,5.78,7.73,18.49,25.67,48.11
185,TGO,Africa,Togo,2020-06-23,569.0,13.0,68.73,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.77,32.5,6.336215957999232,4.91014753954207,2.3752725065103997,660.0,1600.0,5186946777.21846,12592099155.8862,145.04677330391598,7889094.0,56790.0,,,61.611999999999995,59.891999999999996,17.6,11.102999687194801,23.1340007781982,,2.3999999999999995,30.922222222222228,18.933333333333326,244.396,277.736,,,573000.0,,,,20/03/2020,Partial,3.3,3.17,1.79,3.33,5.0,3.24,Authoritarian,4.55,15.65,26.22,27.69,30.45
186,THA,Asia,Thailand,2020-06-23,3151.0,58.0,45.143,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,8.05,73.2,3.6629690229892717,4.1292261026005095,3.8012698096660698,6610.0,17650.0,458654995738.984,1225550606884.32,135.897206835131,69428524.0,513120.0,30.8700008392334,,80.704,73.22800000000001,5.3,48.4000015258789,48.645999908447294,,6.619999999999999,17.733333333333334,12.466666666666667,77.992,186.85299999999998,5.17345477997521,14675000000.0,38178000.0,9966000.0,19.8556368013451,65242000000.0,22/03/2020,Full,6.32,7.42,5.36,6.11,6.25,6.47,Flawed democracy,3.69,8.7,38.2,41.67,11.43
187,TJK,Asia,Tajikistan,2020-06-23,5513.0,52.0,578.025,2.155,2896.913,4.8,427.69800000000004,7.11,,,72.704,21.03,32.3,6.867642551660538,7.30000028747864,4.6994643407949805,1010.0,3890.0,9202464384.49077,35412505893.5061,65.57271417249079,9100837.0,141380.0,,,73.17699999999999,68.727,19.0,52.6949996948242,59.226001739502,,6.116666666666666,33.77272727272727,10.933333333333332,96.277,164.528,0.7512239138049219,24200000.0,1035000.0,31000.0,15.3100709612741,170900000.0,,,1.93,0.08,0.79,1.67,6.25,0.88,Authoritarian,5.99,2.88,15.1,29.85,52.18
188,TLS,Asia,Timor,2020-06-23,24.0,0.0,18.203,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,,26.0,3.0946988984942445,-0.77985783563804,-2.7135195671459704,1810.0,4520.0,2296624623.59089,5734436613.7313795,85.270477471419,1267972.0,14870.0,,,71.376,67.279,33.8,19.787000656127898,40.247001647949205,,,,,117.478,168.862,12.361705360927598,131000000.0,75000.0,,64.0015153353887,78000000.0,,,7.19,9.58,6.29,5.56,6.88,7.65,Flawed democracy,5.27,6.41,20.61,29.59,43.4
189,TTO,North America,Trinidad and Tobago,2020-06-23,123.0,8.0,87.889,5.819,28763.071,,228.467,10.97,,,89.443,41.68,36.6,6.031748205423354,-0.24521369718311803,-0.660494390281343,15950.0,26050.0,22171395213.221,36200253012.3215,270.927485380117,1389858.0,5130.0,,,76.092,70.751,31.0,84.11900329589841,70.9710006713867,,,,,108.616,186.33599999999998,1.6228151775821498,149000000.0,375000.0,,4.77367392770904,541000000.0,13/03/2020,Full,7.16,9.58,7.14,6.11,5.63,7.35,Flawed democracy,3.29,19.21,39.79,29.36,11.64
190,TUN,Africa,Tunisia,2020-06-23,1159.0,50.0,98.066,5.075,10849.296999999999,2.0,318.991,8.52,1.1,65.8,78.687,13.03,33.7,6.980008780956268,2.48282683815427,1.31525212464101,3500.0,10630.0,40452512429.6335,122939517212.47699,74.44132337796091,11565204.0,163610.0,,,78.536,74.493,31.3,82.4169998168945,69.78900146484379,,9.080000000000002,12.45,3.65,67.321,106.66799999999999,3.8700854753252596,954000000.0,8299000.0,2515000.0,11.9476441556252,2320000000.0,20/03/2020,Full,6.72,9.17,5.71,7.22,5.63,5.88,Flawed democracy,,,,,
