,iso_code,continent,location,date,total_cases,total_deaths,total_cases_per_million,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,medical_doctors,ghs_score,health_expenditure_5y_avg,GDP growth (annual %),GDP per capita growth (annual %),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Population density (people per sq. km of land area),"Population, total",Surface area (sq. km),Female share of employment in senior and middle management (%),Firms with female participation in ownership (% of firms),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Proportion of seats held by women in national parliaments (%),"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Women who were first married by age 18 (% of women ages 20-24),overweight_in_percent,stunting_in_percent,underweight_in_percent,"Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, number of arrivals","International tourism, number of departures","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",lockdown_date,lockdown_type,di_score,di_electoral_process_and_pluralism,di_functioning_of_government,di_political_participation,di_political_culture,di_civil_liberties,di_regime_type,household_avg_people,household_members_1,household_members_2_3,household_members_4_5,household_members_6_or_more
41,COL,South America,Colombia,2020-06-23,71183.0,2310.0,1398.9579999999999,4.312,13254.948999999999,4.5,124.24,7.44,4.7,13.5,65.38600000000001,21.85,44.2,7.229332476854323,2.5692209880733503,1.02471485612077,6180.0,14310.0,306905190832.81,710321619838.621,44.7487021180712,49648685.0,1141748.984375,,,79.859,74.33,18.1,50.9850006103516,46.9169998168945,,4.783333333333333,18.214285714285715,5.8571428571428585,77.999,151.616,8.92578599998057,5625000000.0,3904000.0,4368000.0,12.232457450062402,6617000000.0,25/03/2020,Full,7.13,9.17,6.79,5.56,5.63,8.53,Flawed democracy,3.53,11.13,42.41,34.8,11.66
42,COM,Africa,Comoros,2020-06-23,247.0,5.0,284.04,1.726,1413.89,18.1,261.51599999999996,11.88,4.4,23.6,15.574000000000002,2.72,27.2,7.5995607674121874,3.43076413622954,1.14050990405651,1380.0,3160.0,1145390532.21578,2629907388.7251,447.24447754022697,832322.0,1861.0000610351601,,,65.9,62.398999999999994,6.1,17.7709999084473,40.9900016784668,,,,,194.435,245.52700000000002,12.836934747755802,45000000.0,35900.0,,50.435115974049104,76700000.0,,,3.15,2.08,2.21,3.89,3.75,3.82,Authoritarian,5.37,4.91,22.92,28.71,43.46
43,CPV,Africa,Cape Verde,2020-06-23,944.0,8.0,1697.878,3.437,6222.554,,182.21900000000002,2.42,2.1,16.5,,7.81,29.3,5.08890338242054,5.07755082887782,3.86593584728266,3420.0,6900.0,1859911111.20433,3752746269.03999,134.92977667493798,543767.0,4030.0,,,76.007,69.316,23.6,51.2760009765625,68.3690032958984,,,,,85.514,182.203,7.256545194715461,97000000.0,710000.0,,54.09647196779739,524000000.0,,,7.78,9.17,7.36,6.67,6.88,8.82,Flawed democracy,,,,,
44,CRI,North America,Costa Rica,2020-06-23,2277.0,12.0,446.986,5.694,15524.995,1.3,137.97299999999998,8.78,6.4,17.4,83.84100000000001,28.94,45.1,7.687039822340012,2.63398496797504,1.61806178494115,11520.0,18670.0,57572716407.2607,93354000498.6141,97.91306306306309,4999441.0,51100.0,,,82.73,77.539,45.6,77.0250015258789,73.56300354003909,,8.8,6.9,2.2375000000000003,56.968999999999994,113.079,5.8792643364262105,1162000000.0,3017000.0,1079000.0,19.4270741209992,3995000000.0,15/03/2020,Full,8.13,9.58,7.5,6.67,7.5,9.41,Full democracy,3.46,11.23,42.7,35.83,10.25
45,CUB,North America,Cuba,2020-06-23,2315.0,85.0,204.386,9.719,,,190.968,8.27,17.1,53.3,85.198,84.22,35.2,11.86306431889536,2.24848039303581,2.2585896849249,,,,,108.99959623149401,11338138.0,109880.0,,,80.706,76.763,53.2,87.2099990844727,64.4219970703125,,,7.0,3.4,73.993,113.198,,,4684000.0,,,2969000000.0,,None,2.84,0.0,3.57,3.33,4.38,2.94,Authoritarian,3.14,13.73,49.55,30.23,6.5
46,CUW,North America,Curacao,2020-06-23,23.0,1.0,140.158,10.068,,,,11.62,,,,,,,-2.16613204691582,-1.93654693751401,,,,,,159800.0,,,,,,,,,,,,,63.365,130.145,18.9290316969616,535000000.0,432000.0,,31.4946546770122,605000000.0,,,,,,,,,,,,,,
47,CYM,North America,Cayman Islands,2020-06-23,195.0,1.0,2967.133,,49903.029,,,13.22,,,,,,,,,,,,,267.391666666667,64174.0,260.0,,,,,,,,,,,,,,,,463000.0,,,880000000.0,,,,,,,,,,,,,,
48,CYP,Europe,Cyprus,2020-06-23,988.0,19.0,1127.984,8.562999999999999,32415.132,,141.171,9.24,19.6,52.7,,19.51,43.0,6.79262548685074,4.06019176189083,2.79853064701692,28570.0,39880.0,24858679564.5598,35910212777.3666,128.708333333333,1189265.0,9250.0,,,82.913,78.735,17.9,89.87000274658199,84.056999206543,,,,,32.883,64.711,8.61809977457805,1551000000.0,3939000.0,1446000.0,18.9232403187276,3449000000.0,25/03/2020,Full,7.59,9.17,6.43,6.67,6.88,8.82,Flawed democracy,2.76,20.76,49.14,26.04,4.06
49,CZE,Europe,Czech Republic,2020-06-23,10561.0,336.0,986.182,11.58,32605.906000000003,,227.485,6.82,30.5,38.3,,41.21,52.0,7.4166950583457965,2.95778447296561,2.6140406798801203,20230.0,38180.0,215038293241.315,405815680957.096,137.657705257705,10629928.0,78870.0,26.6299991607666,,82.0,76.1,22.0,87.5849990844727,79.431999206543,,,,,,,3.44128525812406,6074000000.0,10611000.0,7390000.0,4.3289612717284305,8291000000.0,,,7.69,9.58,6.79,6.67,6.88,8.53,Flawed democracy,2.4,27.28,51.34,20.37,1.02
50,DEU,Europe,Germany,2020-06-23,190862.0,8895.0,2278.026,15.957,45229.245,,156.139,8.31,28.2,33.1,,42.49,66.0,11.07157543301582,1.5274462983098103,1.2227872325513502,47110.0,55980.0,3905321667025.8,4641067663123.45,237.30759674834,82905782.0,357580.0,28.5799999237061,,83.4,78.7,30.7,92.71099853515629,87.8259963989258,,3.35,1.5,0.8,,,6.38584147088565,104204000000.0,38881000.0,108542000.0,3.21061326385825,60260000000.0,20/03/2020,Full,8.68,9.58,8.57,8.33,7.5,9.41,Full democracy,2.05,39.53,47.0,12.71,0.76
51,DJI,Africa,Djibouti,2020-06-23,4599.0,48.0,4654.849,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,2.24,23.2,3.9383959025144577,5.46019075866732,3.82998551984062,3190.0,5400.0,3063660865.49052,5181369318.92406,41.368421052631604,958920.0,23200.0,,,68.778,64.62899999999999,26.2,44.433998107910206,57.9710006713867,,8.25,30.075000000000006,22.625,178.345,232.137,0.5323502546798771,22300000.0,,,1.2493790129821398,57000000.0,,None,2.77,0.42,1.29,3.89,5.63,2.65,Authoritarian,,,,,
52,DMA,North America,Dominica,2020-06-23,18.0,0.0,250.03099999999998,,9673.367,,227.37599999999998,11.62,,,,11.19,24.0,5.451088473200798,2.26457023430542,2.02613137595806,7090.0,10900.0,508130318.140223,780657964.468475,95.5,71625.0,750.0,,,,,25.0,,,,,,,,,6.95363495546831,30000000.0,63000.0,,68.538006850991,111000000.0,,None,,,,,,,,,,,,
53,DNK,Europe,Denmark,2020-06-23,12527.0,602.0,2162.735,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,40.1,70.4,10.17163306474686,2.3913296854181696,1.88489021571982,60170.0,57980.0,348630649463.169,335929123705.25397,137.976565849012,5793636.0,42920.0,26.989999771118196,,83.4,79.4,37.4,94.8290023803711,89.3199996948242,,,,,,,5.9414777290166,10485000000.0,12749000.0,7475000.0,4.5977543727180805,9097000000.0,11/03/2020,Full,9.22,10.0,9.29,8.33,9.38,9.12,Full democracy,,,,,
54,DOM,North America,Dominican Republic,2020-06-23,27370.0,669.0,2523.0679999999998,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.181999999999995,15.27,38.3,5.9653552621603,6.98252758438241,5.83455956557802,7760.0,17330.0,82507627531.8255,184145702605.61,219.97857586421,10627165.0,48670.0,44.790000915527294,,77.196,70.805,26.8,69.495002746582,47.675998687744105,,,,,114.55,197.34900000000002,4.05381363470776,957000000.0,6569000.0,514000.0,37.446079329625505,7561000000.0,17/03/2020,Full,6.54,9.17,5.36,6.11,5.0,7.06,Flawed democracy,3.48,14.33,39.85,33.08,12.73
55,DZA,Africa,Algeria,2020-06-23,11920.0,852.0,271.829,3.8569999999999998,13913.839,0.5,278.36400000000003,6.73,0.7,30.4,83.741,17.19,23.6,6.507923826575279,1.39999999999998,-0.615183264336011,,,,,17.7300750711665,42228429.0,2381740.0,,,77.938,75.494,25.8,74.640998840332,67.15200042724611,,12.833333333333336,19.571428571428573,7.3428571428571425,80.672,102.851,,,2657000.0,5610000.0,,,24/03/2020,Full,4.01,3.08,2.86,5.0,5.0,4.12,Hybrid regime,,,,,
56,ECU,South America,Ecuador,2020-06-23,50640.0,4223.0,2870.25,4.458,10581.936000000002,3.6,140.44799999999998,5.55,2.0,12.3,80.635,20.37,50.1,8.46459120512009,1.37712702988119,-0.39708990280324497,6110.0,11530.0,104382965825.259,197050779704.73102,68.7886817522951,17084357.0,256370.0,35.2599983215332,,79.645,74.058,38.0,41.1240005493164,56.176998138427706,,5.7200000000000015,28.75,8.316666666666666,88.072,161.14,3.9674322770849297,1043000000.0,2535000.0,1402000.0,7.4011849005564105,1878000000.0,24/03/2020,Partial,6.33,8.75,5.36,6.11,4.38,7.06,Flawed democracy,3.78,12.12,35.91,35.49,16.48
57,EGY,Africa,Egypt,2020-06-23,56809.0,2278.0,555.131,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,4.52,39.9,5.066630691289902,5.3141210374639805,3.19443129839827,2800.0,11350.0,275406313177.971,1117283014134.54,98.8734692852479,98423595.0,1001450.0,,,74.16199999999999,69.59899999999999,14.9,63.8860015869141,69.588996887207,,13.7625,28.5,8.639999999999999,105.456,182.7,3.79545671908511,2897000000.0,11196000.0,,24.6108510877487,12704000000.0,24/03/2020,Full,3.06,2.67,3.21,3.33,3.75,2.35,Authoritarian,4.13,6.48,30.4,43.12,20.0
58,ERI,Africa,Eritrea,2020-06-23,143.0,0.0,40.321999999999996,2.171,1510.4589999999998,,311.11,6.05,0.2,11.4,,0.63,22.4,2.859204113483428,,,,,,,,,117600.0,,,68.16199999999999,63.79,22.0,6.861999988555911,18.2670001983643,,1.6666666666666667,53.225,37.55,202.445,276.241,,,,,,,,None,2.37,0.0,2.14,1.67,6.88,1.18,Authoritarian,,,,,
59,ESH,Africa,Western Sahara,2020-06-23,25.0,1.0,41.853,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ESP,Europe,Spain,2020-06-22,246504.0,28324.0,5272.273,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,,38.72,65.9,8.999511450529095,2.3510081314050497,1.90635198039159,29300.0,40570.0,1370987721910.85,1898750653984.1,93.6747673244434,46796540.0,505935.0,31.899999618530302,,86.1,80.7,39.1,88.19400024414058,80.5899963378906,,,,,,,5.798681209314901,26670000000.0,82773000.0,19116000.0,16.3031973538393,81250000000.0,14/03/2020,Full,8.29,9.58,7.14,7.78,8.13,8.82,Full democracy,2.69,19.06,53.4,25.56,1.98
61,EST,Europe,Estonia,2020-06-23,1981.0,69.0,1493.36,13.491,29481.252,0.5,255.56900000000002,4.02,24.5,39.3,,44.83,57.0,6.28912940621376,4.76115846853359,4.39718239266693,21130.0,35340.0,27929605146.9101,46721739814.2123,30.411249137336103,1321977.0,45340.0,33.240001678466804,,83.0,74.3,26.7,93.1660003662109,85.65899658203129,,,,,,,7.59774586816587,1651000000.0,3234000.0,2069000.0,10.222800351730198,2332000000.0,13/03/2020,Full,7.9,9.58,7.86,6.67,6.88,8.53,Flawed democracy,2.3,33.9,47.28,17.14,1.67
62,ETH,Africa,Ethiopia,2020-06-23,4663.0,75.0,40.561,2.063,1729.9270000000001,26.7,182.63400000000001,7.47,0.4,8.5,7.96,0.77,40.6,3.8814739882946023,6.810169390973161,4.0480702388884,790.0,2140.0,86692450686.6425,233775902434.847,109.22455900000001,109224559.0,1104300.0,,,68.165,64.35,38.8,10.4890003204346,15.5310001373291,,2.75,47.84285714285714,31.057142857142853,184.812,236.77900000000002,3.0744322898584,612700000.0,849000.0,,46.5352282793683,3548000000.0,16/03/2020,Full,3.44,0.42,3.57,5.56,5.0,2.65,Authoritarian,4.61,7.52,27.01,32.0,33.47
63,FIN,Europe,Finland,2020-06-23,7144.0,327.0,1289.364,13.264000000000001,40585.721,,153.507,5.76,18.3,22.6,,38.12,68.7,9.301035404205322,1.6714388807141498,1.53667022502736,48300.0,49720.0,266399244032.195,274209453914.73,18.1485472672831,5515525.0,338450.0,32.009998321533196,,84.6,79.2,42.0,90.77100372314449,83.1110000610352,,,,,44.026,89.21,6.65791433871501,7268000000.0,3224000.0,9450000.0,5.32031132660423,5663000000.0,27/03/2020,Full,9.25,10.0,8.93,8.89,8.75,9.71,Full democracy,2.07,41.01,44.46,12.97,1.57
64,FJI,Oceania,Fiji,2020-06-23,18.0,0.0,20.079,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,8.6,25.7,3.5440714657306662,3.52620937156848,2.82031929190161,5860.0,13180.0,5178577295.282411,11648368156.4784,48.3570333880679,883483.0,18270.0,,,69.178,65.641,16.0,50.9749984741211,57.4679985046387,,3.65,5.9,6.1,174.97,256.995,5.16959434299447,160000000.0,870000.0,174000.0,51.3240042282022,1370000000.0,20/03/2020,Full,5.85,6.58,5.36,6.11,5.63,5.59,Hybrid regime,4.57,5.94,30.1,34.31,29.64
65,FLK,South America,Falkland Islands,2020-06-23,13.0,0.0,3732.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,FRA,Europe,France,2020-06-23,160750.0,29663.0,2462.714,13.079,38605.671,,86.06,4.77,30.1,35.6,,32.67,68.2,11.451549679040898,1.7248806271421102,1.5548311382972602,41090.0,47490.0,2752034676297.63,3180957643991.66,122.31988259783701,66977107.0,549086.9921875,34.5,,85.6,79.6,39.6,91.6230010986328,85.2740020751953,,,,,,,6.18840249891611,57925000000.0,89322000.0,26914000.0,8.077529005657789,73125000000.0,16/03/2020,Full,8.12,9.58,7.86,7.78,6.88,8.53,Full democracy,2.22,35.46,46.84,16.08,1.62
67,FRO,Europe,Faeroe Islands,2020-06-23,187.0,0.0,3826.87,,,,,,,,,,,,,,,,,,34.7399698278226,48497.0,1396.00006103516,,,84.7,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,GAB,Africa,Gabon,2020-06-23,4739.0,39.0,2129.1910000000003,2.9760000000000004,16562.413,3.4,259.967,7.2,,,,6.82,20.0,2.7839146926999083,0.8358049694295029,-1.7550391882165899,6830.0,14110.0,14464235141.8192,29904623768.3195,8.224764233321691,2119275.0,267670.0,,,68.32300000000001,64.152,17.1,59.516998291015604,69.8519973754883,,6.6,21.45,7.7,182.317,238.333,,,,,,,,None,3.61,2.58,2.21,4.44,5.0,3.82,Authoritarian,4.1,22.42,28.48,22.5,26.6
69,GBR,Europe,United Kingdom,2020-06-23,305289.0,42647.0,4497.083,12.527000000000001,39753.244,0.2,122.137,4.28,20.0,24.7,,28.12,77.9,9.708006083965303,1.3856735695876201,0.773205672143604,41790.0,46240.0,2777405852071.53,3072868018494.61,274.70898193692403,66460344.0,243610.0,34.220001220703104,,83.2,79.6,32.2,89.0660018920898,81.2099990844727,,,,,,,7.52607101184695,68888000000.0,36316000.0,70386000.0,5.53975504904809,48515000000.0,18/03/2020,Full,8.52,9.58,7.5,8.89,7.5,9.12,Full democracy,2.35,30.58,49.67,17.5,2.24
70,GEO,Asia,Georgia,2020-06-23,911.0,14.0,228.368,10.244000000000002,9745.079,4.2,496.218,7.11,5.3,55.5,,71.2,52.0,8.157981485128401,4.800000000000139,4.840918286597191,4450.0,13980.0,16570957084.5388,52110174384.7776,65.2752020714511,3726549.0,69700.0,,,77.98899999999999,69.17399999999999,16.0,48.9809989929199,48.370998382568395,,19.53333333333333,14.0,2.0666666666666664,77.23,221.61,8.91481277731131,960000000.0,4757000.0,3698000.0,39.5431186389124,3518000000.0,22/03/2020,Partial,5.42,7.83,3.21,6.11,4.38,5.59,Hybrid regime,3.34,17.48,39.28,30.6,12.64
71,GGY,Europe,Guernsey,2020-06-23,252.0,13.0,3758.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,GHA,Africa,Ghana,2020-06-23,14154.0,85.0,455.509,1.9480000000000002,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,1.36,35.5,4.0138231962919235,6.26348073195742,3.95866714679696,2130.0,5220.0,63356193050.1889,155282342347.353,130.821429199262,29767108.0,238540.0,,,64.852,62.724,12.7,17.0620002746582,32.548999786377,,2.8222222222222224,29.477777777777785,17.244444444444444,214.333,254.99099999999999,5.723535956998591,1329000000.0,,,4.423765369745361,996000000.0,15/03/2020,Full,6.63,8.33,5.71,6.67,6.25,6.18,Flawed democracy,3.49,25.88,30.34,25.3,18.48
73,GIB,Europe,Gibraltar,2020-06-23,176.0,0.0,5223.947,,,,,,,,,,,,,,,,,,3371.8,33718.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,GIN,Africa,Guinea,2020-06-23,4988.0,27.0,379.81300000000005,1.733,1998.9260000000002,35.3,336.717,2.42,,,17.45,0.83,32.7,4.7029611468315125,6.163853324672151,3.19829412987171,850.0,2510.0,10587615429.2448,31200835313.6349,50.5222122741332,12414318.0,245860.0,,,61.666000000000004,60.477,21.9,3.1689999103546103,14.8219995498657,,4.333333333333333,34.2375,19.262500000000006,232.889,260.356,9.93625035529261,416000000.0,,,0.188629788318182,7700000.0,,None,3.14,3.5,0.43,4.44,4.38,2.94,Authoritarian,6.25,4.53,16.91,27.52,51.04
75,GMB,Africa,Gambia,2020-06-23,41.0,2.0,16.965999999999998,1.4169999999999998,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.02,34.2,3.37175641208887,6.54702656494995,3.45318886171901,710.0,2160.0,1616308775.08728,4918586837.98116,225.30652173912998,2280102.0,11300.0,,16.8,63.151,60.361999999999995,10.3,15.5600004196167,34.1139984130859,,,,,224.40599999999998,279.95099999999996,1.6743227707868702,10400000.0,552000.0,,48.269486501921705,168000000.0,27/03/2020,Full,4.33,4.0,4.29,3.33,5.63,4.41,Hybrid regime,8.23,8.39,12.96,17.23,61.42
76,GNB,Africa,Guinea-Bissau,2020-06-23,1556.0,19.0,790.6510000000001,1.565,1548.675,67.1,382.474,2.42,,,6.403,1.27,20.0,8.049256205558777,3.79999999203385,1.24347414723864,750.0,1990.0,1396396698.39711,3737082710.89051,66.6539473684211,1874309.0,36130.0,,,59.913000000000004,55.965,13.7,14.5939998626709,30.114000320434602,,6.75,35.275,18.05,301.21,373.99,16.2559757349751,74600000.0,,,5.25980895623503,20000000.0,,None,2.63,4.92,0.0,2.78,3.13,2.35,Authoritarian,,,,,
77,GNQ,Africa,Equatorial Guinea,2020-06-23,2001.0,32.0,1426.245,1.7519999999999998,22604.873,,202.812,7.78,,,24.64,4.02,16.2,2.6496435701847085,-6.3563391129224005,-9.71677536516935,6650.0,15750.0,8710458124.52002,20614812135.6534,46.6657397504456,1308974.0,28050.0,,,59.586999999999996,57.41,20.0,8.36299991607666,17.2970008850098,,8.85,35.65,11.425,294.556,334.45300000000003,,,,,,,,None,1.92,0.0,0.43,3.33,4.38,1.47,Authoritarian,,,,,
78,GRC,Europe,Greece,2020-06-23,3287.0,190.0,315.35900000000004,14.524000000000001,24574.382,1.5,175.695,4.55,35.3,52.0,,54.79,53.8,8.155658096075054,1.93437082746027,2.15238791190716,19760.0,30430.0,212047073742.46103,326614921537.194,83.2562141194725,10731726.0,131960.0,30.5400009155273,45.9,83.9,78.8,18.7,71.61199951171879,62.9729995727539,,,,,42.478,93.96,4.55695193033916,3910000000.0,30123000.0,7961000.0,26.376696591266604,21594000000.0,18/03/2020,Full,7.43,9.58,4.86,6.67,7.5,8.53,Flawed democracy,2.44,27.48,49.84,21.26,1.42
79,GRD,North America,Grenada,2020-06-23,23.0,0.0,204.41,5.021,13593.877,,243.96400000000003,10.71,,,,14.07,27.5,4.913025349378588,4.17721518987342,3.63508314606946,9650.0,15620.0,1075324227.5829198,1740759888.23428,327.805882352941,111454.0,340.0,,,74.941,70.064,46.7,,,,,,,117.738,179.054,6.35955589379954,41000000.0,185000.0,,84.3383121928503,548000000.0,,None,,,,,,,,,,,,
80,GRL,North America,Greenland,2020-06-23,13.0,0.0,228.986,,,,199.94099999999997,2.16,,,,,,,3.2180273306449902,3.48701139115857,,,,,0.136496528200755,56025.0,410450.0,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,
81,GTM,North America,Guatemala,2020-06-23,13769.0,547.0,768.549,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,3.55,32.7,5.97898304462433,3.14504331729282,1.15441380050436,4400.0,8500.0,75940720820.045,146665555725.613,160.953779395297,17247807.0,108890.0,,,76.937,71.119,12.7,50.2589988708496,64.1839981079102,,5.4,54.1,19.05714285714285,111.16,201.48,5.29295567705829,1121000000.0,1781000.0,1227000.0,11.632336562982301,1553000000.0,,None,5.26,6.92,4.64,3.89,4.38,6.47,Hybrid regime,4.81,4.33,26.57,37.51,31.6
82,GUM,Oceania,Guam,2020-06-23,225.0,5.0,1333.0729999999999,5.492999999999999,,,310.496,21.52,,,,,,,-0.268353459842814,-1.16298305304063,,,,,306.977777777778,165768.0,540.0,,,83.365,76.607,,91.3560028076172,84.9059982299805,,,,,39.075,79.819,,,1549000.0,,,,,,,,,,,,,,,,,
83,GUY,South America,Guyana,2020-06-23,205.0,12.0,260.629,2.8369999999999997,7435.047,,373.159,11.62,,,77.15899999999999,8.02,31.7,4.959758967161178,4.10000155013697,3.5944710190175293,4770.0,9300.0,3717845151.2566104,7241306113.572141,3.9573482346964703,779004.0,214970.0,38.470001220703104,,72.972,66.783,31.9,67.2320022583008,67.42099761962889,,5.24,15.279999999999998,11.383333333333335,182.082,268.873,2.63362399948619,80000000.0,287000.0,,1.7530604505214098,28000000.0,,None,6.15,6.92,5.36,6.11,5.0,7.35,Flawed democracy,3.8,12.87,36.69,32.09,18.35
84,HND,North America,Honduras,2020-06-23,13356.0,395.0,1348.463,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,3.09,27.6,8.076899647712706,3.69672956910365,1.98232777609925,2320.0,5350.0,22272051988.2236,51314200281.4875,85.6870319063366,9587522.0,112490.0,47.1100006103516,,77.378,72.771,21.1,41.528999328613295,52.773998260498,,3.9,36.857142857142854,13.785714285714285,115.541,166.99900000000002,4.3779187200770595,519000000.0,,,10.2431519476378,745000000.0,20/03/2020,Partial,5.42,7.83,4.29,4.44,4.38,6.18,Hybrid regime,4.47,6.69,29.43,36.81,27.07
85,HRV,Europe,Croatia,2020-06-23,2336.0,107.0,569.025,13.052999999999999,22669.797000000002,0.7,253.782,5.59,34.3,39.9,,30.0,53.3,6.724094301462175,2.63078562253854,3.55188710880397,14000.0,27700.0,57235668668.1884,113253644834.254,73.04937455325229,4087843.0,56590.0,26.0900001525879,,81.4,74.9,18.5,90.0250015258789,86.1370010375977,,,,,49.809,117.544,5.54541718833406,1737000000.0,16645000.0,2058000.0,39.3186672147487,12075000000.0,22/03/2020,Partial,6.57,9.17,6.07,5.56,5.0,7.06,Flawed democracy,2.8,24.56,44.43,25.28,5.73
86,HTI,North America,Haiti,2020-06-23,5211.0,88.0,457.004,2.9539999999999997,1653.1729999999998,23.5,430.548,6.65,2.9,23.1,22.863000000000003,2.34,31.5,8.027283251285553,1.48387978817684,0.199179706745653,800.0,1820.0,8913582852.359491,20245814053.0446,403.59854862118993,11123176.0,27750.0,,,65.832,61.5,2.5,17.8330001831055,34.4809989929199,,3.66,29.91666666666667,16.9,197.41,257.443,10.5625286767651,599000000.0,447000.0,,34.8631710747482,620000000.0,,None,4.57,4.75,2.07,3.89,6.25,5.88,Hybrid regime,4.29,9.43,31.1,32.93,26.54
87,HUN,Europe,Hungary,2020-06-23,4107.0,573.0,425.14,11.975999999999999,26777.561,0.5,278.296,7.55,26.8,34.8,,34.08,54.0,7.067919224500656,5.09400256449817,5.22733255137207,14760.0,30310.0,144335865294.525,296328671701.856,107.981486799956,9775564.0,93030.0,37.0499992370605,,79.3,72.5,12.6,91.8610000610352,87.6949996948242,,,,,,,2.5722078309251497,3280000000.0,17552000.0,8649000.0,7.12570855374391,9595000000.0,16/03/2020,Full,6.63,8.75,6.07,5.0,6.25,7.06,Flawed democracy,2.36,32.23,48.31,17.39,2.06
88,IDN,Asia,Indonesia,2020-06-23,46845.0,2500.0,171.265,3.053,11188.743999999999,5.7,342.86400000000003,6.32,2.8,76.1,64.204,4.27,56.6,3.0395406857132903,5.17127032830882,3.98560422637033,3840.0,11290.0,1026759691227.39,3020689099830.5,147.75219008926,267663435.0,1913580.0,,,73.748,69.375,19.8,40.8769989013672,52.773998260498,,7.199999999999998,38.3625,24.3625,125.66799999999999,177.53900000000002,5.31866223308219,11629000000.0,15810000.0,9468000.0,7.36085740221671,15600000000.0,15/03/2020,Full,6.48,7.92,7.14,6.11,5.63,5.59,Flawed democracy,3.86,7.1,36.62,41.5,14.78
89,IMN,Europe,Isle of Man,2020-06-23,336.0,24.0,3951.454,,,,,,,,,,,,,,,,,,147.50350877193,84077.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,30.07,51.53,16.84,1.56
90,IND,Asia,India,2020-06-23,440215.0,14011.0,318.995,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,8.57,46.5,3.602121993899348,6.81136932613997,5.7091168854856305,2020.0,6630.0,2727893916562.77,8966425298182.17,454.93807257524696,1352617328.0,3287259.0625,13.710000038147,,70.692,68.23899999999999,11.8,23.162000656127898,23.533000946044897,,2.9333333333333336,49.055555555555564,42.977777777777774,147.161,203.623,4.0111352655606005,25790000000.0,17423000.0,26296000.0,5.426573070488889,29143000000.0,24/03/2020,Full,6.9,8.67,6.79,6.67,5.63,6.76,Flawed democracy,4.57,4.11,27.31,41.64,26.94
91,IRL,Europe,Ireland,2020-06-23,25383.0,1717.0,5140.553,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,33.13,59.0,8.368094414472573,8.16987093310331,6.8382014549209105,61210.0,68060.0,297935848808.302,331288235362.651,70.6533459137756,4867309.0,70280.0,33.509998321533196,,84.4,80.9,22.2,92.0550003051758,78.98699951171879,,,,,,,2.17136602578505,7390000000.0,10926000.0,8643000.0,3.13566641130987,14658000000.0,12/03/2020,Full,9.24,10.0,7.86,8.33,10.0,10.0,Full democracy,2.81,22.19,46.23,26.32,5.26
92,IRN,Asia,Iran,2020-06-23,207525.0,9742.0,2470.743,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,15.84,37.7,7.6374118775129345,,,,,,,50.222420123283996,81800269.0,1745150.0,,,77.668,75.40899999999999,5.9,56.4630012512207,54.3849983215332,,,,,49.574,83.38600000000001,,,7295000.0,7243000.0,,,15/03/2020,Full,2.38,0.0,2.86,4.44,3.13,1.47,Authoritarian,3.51,7.16,45.49,38.87,8.48
