iso_code,continent,location,date,total_cases,total_deaths,total_cases_per_million,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,handwashing_facilities,medical_doctors,ghs_score,health_expenditure_5y_avg,GDP growth (annual %),GDP per capita growth (annual %),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Population density (people per sq. km of land area),"Population, total",Surface area (sq. km),Proportion of seats held by women in national parliaments (%),"International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, number of arrivals","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",imports,lockdown_date,lockdown_type,di_score,di_electoral_process_and_pluralism,di_functioning_of_government,di_political_participation,di_political_culture,di_civil_liberties,di_regime_type,household_avg_people,household_members_1,household_members_2_3,household_members_4_5,household_members_6_or_more,smokers_percentage,life_expectancy_at_birth,wage_and_salaried_workers_percentage_employed,mortality_rate_per_1000
SLV,North America,El Salvador,2020-06-23,4808.0,107.0,741.2660000000002,5.417000000000002,7292.458,2.2,167.295,8.87,90.65,15.66,44.2,7.594985663890839,2.53894979803808,2.01797814423728,3820.0,8320.0,24510577375.7738,53411455432.2197,309.88146718146703,6420744.0,21040.0,31.0,3.87690476314776,490000000.0,1677300.0,18.224925487708894,1370000000.0,12872830000.0,11/03/2020,Full,6.15,9.17,4.64,6.11,3.75,7.06,Flawed democracy,4.07,8.82,34.09,36.82,20.28,10.7315,72.88497000000001,60.224754848480245,186.69874
SMR,Europe,San Marino,2020-06-23,713.0,42.0,21008.899,,56861.47,,,5.64,,61.09,31.1,7.368963062763214,,,,,,,563.083333333333,33785.0,60.0,26.7,,,84000.0,,,1528630707.49794,09/03/2020,Full,,,,,,,,,,,,,,,,
SOM,Africa,Somalia,2020-06-23,2812.0,90.0,176.93099999999995,1.496,,,365.769,6.05,9.831,0.23,16.6,,,,,,,,23.923476902477105,15008154.0,637660.0,24.4,,,,,,,19/03/2020,Full,,,,,,,,,,,,,,57.083594999999995,9.477615239620189,297.406135
SRB,Europe,Serbia,2020-06-23,12990.0,262.0,1909.004,,14048.881,,439.415,10.08,97.719,31.13,52.3,8.891468495130539,4.39223723899327,4.96414718023301,6390.0,16710.0,44641964405.7233,116678485212.37,79.8376857992225,6982604.0,88360.0,34.4,6.16852555527403,1837000000.0,1711000.0,7.6941704983767,1921000000.0,31203980822.73,15/03/2020,Full,6.41,8.25,5.36,6.11,5.0,7.35,Flawed democracy,2.88,22.33,44.81,26.19,6.67,38.962500000000006,75.57499999999999,72.1753754425049,108.62748500000001
SSD,Africa,South Sudan,2020-06-23,1892.0,34.0,169.023,2.032,1569.888,,280.775,10.43,,,21.7,,,,,,,,,10975920.0,,28.5,14.3628279932358,513000000.0,,0.387776007652113,12000000.0,3467364408.1904397,,,,,,,,,,5.95,4.33,15.68,26.87,53.12,,57.609899999999996,11.424595069885275,326.042455
STP,Africa,Sao Tome and Principe,2020-06-23,702.0,12.0,3203.125,2.162,3052.7140000000004,32.3,270.113,2.42,41.34,0.53,17.7,6.501499563455582,2.65769375666697,0.74150891054461,1890.0,4060.0,398917748.232659,857720617.628908,219.820833333333,211028.0,960.0,18.2,8.92802364678821,17600000.0,33400.0,73.19355970951808,71900000.0,,,,,,,,,,,3.84,19.87,27.96,29.93,22.25,,70.15899999999999,48.2326686859131,156.64127
SUR,South America,Suriname,2020-06-23,319.0,8.0,543.78,4.229,13767.119,,258.314,12.54,67.779,12.1,36.5,5.674896091222763,1.90000000000001,0.92786588679337,5210.0,14390.0,3000246883.44837,8291311419.53127,3.69225,575991.0,163820.0,25.5,4.93243932748648,104000000.0,,3.2084253330086,73000000.0,1678079696.94762,,None,6.98,9.17,6.43,6.67,5.0,7.65,Flawed democracy,3.94,14.97,32.77,31.85,20.41,25.3275,71.619655,86.56358489990237,169.605055
SVK,Europe,Slovakia,2020-06-23,1588.0,28.0,290.862,9.167,30155.152,0.7,287.959,7.29,,34.16,47.9,7.0240336656570435,4.03370304338463,3.88970762164871,18260.0,31960.0,99471783267.9989,174103398545.603,113.28558652246299,5446771.0,49030.0,20.0,2.80815871532977,2823000000.0,2256000.0,3.27237655592596,3318000000.0,97101514020.7136,09/03/2020,Full,7.17,9.58,7.14,5.56,5.63,7.94,Flawed democracy,2.8,20.83,47.99,26.99,4.2,30.473000000000003,77.21549999999999,85.58132419586181,
SVN,Europe,Slovenia,2020-06-23,1521.0,109.0,731.6260000000002,12.93,31400.84,,153.493,7.25,,30.86,67.2,8.493027538061144,4.11821785906514,3.7413850299764095,24500.0,38140.0,50818622425.2578,79094983841.5063,102.96366052404,2073894.0,20675.0,24.4,4.21483334690866,1755000000.0,4425000.0,7.32150137778033,3378000000.0,40467419584.9278,11/03/2020,Full,7.5,9.58,6.79,6.67,6.25,8.24,Flawed democracy,2.47,32.6,43.69,20.54,3.16,22.5745,81.071,85.01629615783689,
SWE,Europe,Sweden,2020-06-23,58932.0,5122.0,5835.273,13.433,46949.283,0.5,133.982,4.79,,39.84,72.1,11.04345306754112,2.22523861239767,1.04461468244648,55540.0,54640.0,565106540174.312,556004493507.453,24.981498121823698,10175214.0,447430.0,46.1,7.42430835750222,18056000000.0,7440000.0,5.91079200526395,14926000000.0,230782133492.464,,None,9.39,9.58,9.64,8.33,10.0,9.41,Full democracy,,,,,,18.8505,82.53450000000001,90.5395329284668,50.364655
SWZ,Africa,Swaziland,2020-06-23,643.0,6.0,554.232,1.845,7738.975,,333.436,3.94,24.097,3.29,31.1,7.1448290348053005,2.35100982006338,1.32064533880811,3930.0,8820.0,4459563360.10043,10016336896.4639,66.05761627906979,1136191.0,17360.0,7.2,2.08039961827122,43000000.0,782000.0,0.8634572163239258,16400000.0,2068525304.17117,,None,3.14,0.92,2.86,2.78,5.63,3.53,Authoritarian,4.74,17.65,24.63,21.6,36.12,9.174,59.58258000000001,64.75733242034914,395.75976499999996
SXM,North America,Sint Maarten (Dutch part),2020-06-23,77.0,15.0,1795.625,,36327.232,,,,,,,,,,,,,,,40654.0,,,8.51334640872217,105000000.0,178000.0,57.798506947798394,468000000.0,,,,,,,,,,,2.58,29.18,46.32,20.18,4.31,,,,
SYC,Africa,Seychelles,2020-06-23,11.0,0.0,111.857,5.586,26382.287,1.1,242.648,10.55,,21.21,31.9,4.803862646222114,3.62735158274192,2.64314769997245,15600.0,26920.0,1509179623.27506,2604440203.21612,210.35217391304298,96762.0,460.0,21.2,5.49025352034366,102000000.0,362000.0,36.40423070761621,611000000.0,1466993535.78531,,None,,,,,,,,3.78,14.32,34.9,33.81,16.97,21.543,72.9055,,150.18543
SYR,Asia,Syria,2020-06-23,219.0,7.0,12.514,2.577,,,376.264,,70.598,12.87,19.9,,,,,,,,92.0671077710614,16906283.0,185180.0,13.2,,,,,,15286438384.0609,14/03/2020,Full,1.43,0.0,0.0,2.78,4.38,0.0,Authoritarian,,,,,,,72.114575,71.43116287231442,156.09517
TCA,North America,Turks and Caicos Islands,2020-06-23,14.0,1.0,361.589,,,,,,,,,,5.28208549380973,3.74471268028005,26740.0,26230.0,1007020879.68285,988087907.867948,39.64736842105261,37665.0,950.0,,0.7717488281836221,4200000.0,441000.0,95.18352166661472,787000000.0,,,,,,,,,,,,,,,,,,,
TCD,Africa,Chad,2020-06-23,858.0,74.0,52.235,1.446,1768.1529999999998,38.4,280.995,6.1,5.818,0.43,28.8,4.461597949266435,2.6413300339928,-0.415664166030837,670.0,1590.0,10439631781.5373,24605099389.846,12.2917336404066,15477751.0,1284000.0,15.3,,,,,,4280250584.1330795,,None,1.61,0.0,0.0,1.67,3.75,2.65,Authoritarian,5.78,7.73,18.49,25.67,48.11,,53.974385,6.325890169143682,356.70364500000005
TGO,Africa,Togo,2020-06-23,569.0,13.0,68.73,1.525,1429.813,49.2,280.033,6.15,10.475,0.77,32.5,6.336215957999233,4.91014753954207,2.3752725065104,660.0,1600.0,5186946777.21846,12592099155.8862,145.04677330391598,7889094.0,56790.0,17.6,,,573000.0,,,2271435422.78605,20/03/2020,Partial,3.3,3.17,1.79,3.33,5.0,3.24,Authoritarian,4.55,15.65,26.22,27.69,30.45,7.616499999999999,60.7434,17.178655238151517,261.23269999999997
THA,Asia,Thailand,2020-06-23,3151.0,58.0,45.143,6.89,16277.671,0.1,109.861,7.04,90.67,8.05,73.2,3.662969022989272,4.1292261026005095,3.8012698096660698,6610.0,17650.0,458654995738.984,1225550606884.32,135.897206835131,69428524.0,513120.0,5.3,5.17345477997521,14675000000.0,38178000.0,19.8556368013451,65242000000.0,274861019853.386,22/03/2020,Full,6.32,7.42,5.36,6.11,6.25,6.47,Flawed democracy,3.69,8.7,38.2,41.67,11.43,20.534499999999998,76.92862000000001,48.52423070907594,132.966805
TJK,Asia,Tajikistan,2020-06-23,5513.0,52.0,578.025,2.155,2896.913,4.8,427.698,7.11,72.704,21.03,32.3,6.867642551660537,7.30000028747864,4.6994643407949805,1010.0,3890.0,9202464384.49077,35412505893.5061,65.57271417249079,9100837.0,141380.0,19.0,0.7512239138049219,24200000.0,1035000.0,15.3100709612741,170900000.0,2929108623.6944,,,1.93,0.08,0.79,1.67,6.25,0.88,Authoritarian,5.99,2.88,15.1,29.85,52.18,,70.92974999999998,55.993155727386494,130.743755
TLS,Asia,Timor,2020-06-23,24.0,0.0,18.203,1.897,6570.102,30.3,335.346,6.86,28.178,,26.0,3.0946988984942445,-0.77985783563804,-2.7135195671459704,1810.0,4520.0,2296624623.59089,5734436613.7313795,85.270477471419,1267972.0,14870.0,33.8,12.361705360927598,131000000.0,75000.0,64.0015153353887,78000000.0,945341851.253041,,None,7.19,9.58,6.29,5.56,6.88,7.65,Flawed democracy,5.27,6.41,20.61,29.59,43.4,42.559,69.307015,30.119301156997658,143.42692
TTO,North America,Trinidad and Tobago,2020-06-23,123.0,8.0,87.889,5.819,28763.071,,228.467,10.97,89.443,41.68,36.6,6.031748205423354,-0.24521369718311806,-0.660494390281343,15950.0,26050.0,22171395213.221,36200253012.3215,270.927485380117,1389858.0,5130.0,31.0,1.6228151775821498,149000000.0,375000.0,4.77367392770904,541000000.0,,13/03/2020,Full,7.16,9.58,7.14,6.11,5.63,7.35,Flawed democracy,3.29,19.21,39.79,29.36,11.64,,73.394795,77.47926197051999,147.8646
TUN,Africa,Tunisia,2020-06-23,1159.0,50.0,98.066,5.075,10849.297,2.0,318.991,8.52,78.687,13.03,33.7,6.980008780956267,2.48282683815427,1.31525212464101,3500.0,10630.0,40452512429.6335,122939517212.477,74.44132337796091,11565204.0,163610.0,31.3,3.87008547532526,954000000.0,8299000.0,11.9476441556252,2320000000.0,23551458560.5234,20/03/2020,Full,6.72,9.17,5.71,7.22,5.63,5.88,Flawed democracy,,,,,,33.7735,76.49428499999999,76.0398606491089,87.191235
TUR,Asia,Turkey,2020-06-23,188897.0,4974.0,2239.733,5.061,25129.341,0.2,171.285,12.13,,18.49,52.4,4.284106940031052,2.82677612033162,1.30556428516834,10420.0,27710.0,858100673564.328,2280970730469.15,106.960128893104,82319724.0,785350.0,17.4,2.01651010072454,4993000000.0,45768000.0,15.6095018744851,37140000000.0,224665791180.514,23/03/2020,Full,4.09,3.08,5.0,5.0,5.0,2.35,Hybrid regime,4.07,6.37,36.23,39.03,18.36,27.735,77.362055,67.35172489166263,91.068035
TWN,Asia,Taiwan,2020-06-23,446.0,7.0,18.726,8.353,,,103.957,,,,,,,,,,,,,,,,,,,,,,02/02/2020,Full,7.73,9.58,8.21,6.11,5.63,9.12,Flawed democracy,,,,,,,,,
TZA,Africa,Tanzania,2020-06-23,509.0,21.0,8.521,1.874,2683.304,49.1,217.288,5.75,47.953,0.14,36.4,3.9839930087327935,5.4449676318963895,2.35283922112663,1020.0,3140.0,55700775927.9572,140557029881.932,63.579078798825904,56318348.0,947300.0,37.2,8.27664312087966,818000000.0,1378000.0,29.365314733999,2465000000.0,9117114283.03002,,None,5.16,5.75,5.0,5.0,5.63,4.41,Hybrid regime,4.85,9.63,25.77,29.99,34.6,15.116999999999999,64.97873,14.177385358810433,221.76812999999999
UGA,Africa,Uganda,2020-06-23,774.0,0.0,16.921,1.308,1697.707,41.6,213.333,2.5,21.222,1.68,44.3,6.642394885420803,6.152354912769951,2.27461502218904,620.0,1780.0,26688331084.7713,76007451172.5087,213.06173449032502,42723139.0,241550.0,34.3,3.86320475774774,334000000.0,,18.5356229294938,1044000000.0,9165143461.67866,18/03/2020,Full,5.02,4.33,3.57,4.44,6.88,5.88,Hybrid regime,4.53,13.68,25.3,28.75,32.26,10.1165,62.89141,21.388394680023215,268.16452
UKR,Europe,Ukraine,2020-06-23,37241.0,1012.0,851.539,11.133,7894.393,0.1,539.849,7.11,,29.92,38.0,6.937526315450666,3.33548930910057,3.86273257167309,2660.0,9030.0,112497730744.996,521347840911.434,77.02966735141291,44622516.0,603550.0,12.3,11.7542764744263,8287000000.0,14104000.0,3.83698317409318,2269000000.0,75355147491.2558,17/03/2020,Full,5.9,7.42,2.71,6.67,6.25,6.47,Hybrid regime,2.46,27.9,51.22,18.07,2.81,30.619500000000002,71.65485,84.23665996551512,
URY,South America,Uruguay,2020-06-23,882.0,25.0,253.906,10.361,20551.409,0.1,160.708,6.93,,50.79,41.3,9.010100215673448,1.62008362892931,1.2473125475713798,15650.0,20590.0,53972904752.5031,71008447351.8358,19.7080276539824,3449299.0,176220.0,20.2,9.963400418400633,1309000000.0,3469000.0,14.874530224251899,2439000000.0,10820360880.8863,16/03/2020,Full,8.38,10.0,8.57,6.11,7.5,9.71,Full democracy,2.78,23.52,47.68,23.37,5.43,16.9795,77.621495,72.16646968841553,107.98503500000001
USA,North America,United States,2020-06-23,2312302.0,120402.0,6985.751,9.732,54225.446,1.2,151.089,10.79,,26.12,83.5,16.7955181002617,2.9273227282108505,2.39109654413916,63170.0,63780.0,20636317813893.1,20837347000000.0,35.7136220923495,326687501.0,9831510.0,19.6,5.960641637946018,186508000000.0,79745920.0,10.24045448276,256145000000.0,3148464000000.0,02/04/2020,Full,7.96,9.17,7.14,7.78,7.5,8.24,Flawed democracy,2.49,27.89,49.49,18.81,3.81,21.8775,78.57499999999999,93.78968921661377,
UZB,Asia,Uzbekistan,2020-06-23,6500.0,19.0,194.208,2.873,6253.104,,724.4169999999998,7.57,,23.74,34.3,6.1098602414131165,5.12211811333442,3.31412256339001,2020.0,7110.0,66508646229.7207,234213281501.96,77.46920545369059,32955400.0,447400.0,16.0,11.6108708806334,2722000000.0,5346000.0,9.295983287580473,1314000000.0,24221845325.5779,20/03/2020,Partial,2.01,0.08,1.86,2.22,5.0,0.88,Authoritarian,5.24,5.26,18.9,33.62,42.22,13.116999999999999,71.539345,56.0177447128296,135.651465
VAT,Europe,Vatican,2020-06-23,12.0,0.0,14833.127,,,,,,,,,,,,,,,,,,,,,,,,,,10/03/2020,Full,,,,,,,,,,,,,,,,
VCT,North America,Saint Vincent and the Grenadines,2020-06-23,29.0,0.0,261.386,4.832,10727.146,,252.675,11.62,,6.65,33.0,4.414735585451125,2.16312894408262,1.80809329953506,7340.0,12640.0,808595290.197451,1393193263.31744,282.589743589744,110210.0,390.0,13.0,10.644125068079301,48000000.0,80000.0,76.27016850800109,241000000.0,402100000.0,,None,,,,,,,,,,,,,,72.57037500000001,75.15630027770993,166.414235
VEN,South America,Venezuela,2020-06-23,4048.0,35.0,142.355,3.915,16745.022,,204.85,6.47,,19.48,23.0,4.179559778422118,,,,,,,32.7307919052208,28870195.0,912050.0,22.2,,,,,,151446288628.624,16/03/2020,Full,2.88,0.0,1.79,5.0,4.38,3.24,Authoritarian,4.33,7.56,29.11,36.87,26.46,,72.19762,62.08684038162228,151.30037
VGB,North America,British Virgin Islands,2020-06-23,8.0,1.0,264.577,,,,,13.67,,,,,,,,,,,198.68,29802.0,150.0,,,,192000.0,,,,,,,,,,,,,,,,,,,,,
VIR,North America,United States Virgin Islands,2020-06-23,76.0,6.0,727.809,10.799,,,273.67,12.26,,,,,,,,,,,305.648571428571,106977.0,350.0,,,,381000.0,,1046000000.0,3029000000.0,,,,,,,,,,,,,,,,79.6165,87.1575680541992,55.80418
VNM,Asia,Vietnam,2020-06-23,349.0,0.0,3.585,4.718,6171.884,2.0,245.465,6.0,85.84700000000002,8.28,49.1,5.792425200343129,7.07578861674985,6.0180883975449415,2360.0,7230.0,225881796340.297,690514332784.339,308.12524591221296,95540395.0,331230.0,26.7,2.40608364448114,5910000000.0,15498000.0,3.89960829827361,10080000000.0,271362707663.061,19/03/2020,Full,3.08,0.0,3.21,3.89,5.63,2.65,Authoritarian,3.78,7.28,36.25,43.44,13.02,23.674500000000002,75.28332499999999,43.20701539993286,133.0341
YEM,Asia,Yemen,2020-06-23,967.0,257.0,32.421,1.5830000000000002,1479.1470000000004,18.8,495.003,5.35,49.542,5.25,18.5,,-2.7014748649632,-4.968006747196822,,,,,53.9778529083092,28498687.0,527970.0,0.0,,,,,,,,,1.95,0.0,0.0,3.89,5.0,0.88,Authoritarian,6.67,1.87,14.68,23.66,59.79,18.508,66.08961500000001,39.480494651794395,197.379455
ZAF,Africa,South Africa,2020-06-23,101590.0,1991.0,1712.902,3.053,12294.876,18.9,200.38,5.52,43.993,9.05,54.8,8.012191653251648,0.7870555704950991,-0.5720801967122211,5750.0,12530.0,332317844014.903,723949363579.479,47.630119776768396,57779622.0,1219090.0,42.3,5.82867789187758,6348000000.0,10472000.0,8.8935754524209,9789000000.0,103147637766.119,26/03/2020,Full,7.24,7.42,7.5,8.33,5.0,7.94,Flawed democracy,3.36,23.84,36.32,24.66,15.17,20.7755,63.895825,84.72790725708006,313.24794
ZMB,Africa,Zambia,2020-06-23,1430.0,11.0,77.785,1.5419999999999998,3689.251,57.5,234.499,3.94,13.938,11.87,28.7,4.380560666322708,3.79490091669091,0.8151694986741089,1430.0,3500.0,24769379600.8785,60656072051.6821,23.341478900711603,17351822.0,752610.0,18.0,4.6894811701325,478000000.0,1072000.0,7.43292857488829,742000000.0,8075799858.7987,,None,5.09,4.75,2.93,4.44,6.88,6.47,Hybrid regime,5.13,7.17,21.41,30.06,41.35,14.008,63.46043,21.183910632133486,271.85585
ZWE,Africa,Zimbabwe,2020-06-23,512.0,6.0,34.448,1.882,1899.775,21.4,307.846,1.82,36.791,2.1,38.2,7.23239406943321,6.15918979848757,4.6720292590305705,1790.0,3350.0,25806087217.628,48311435971.9623,37.3245909267158,14439018.0,390760.0,31.5,,,2580000.0,,,7537739100.0,27/03/2020,Full,3.16,0.0,2.5,4.44,5.63,3.24,Authoritarian,4.08,12.37,31.14,33.76,22.72,16.2955,61.03401500000001,35.15865986824032,355.632025
