total_deaths,total_deaths_per_million,gdp_per_capita,cvd_death_rate,health_expenditure_5y_avg,iso_code,location
395.0,41.19938394926238,4541.795,240.208,8.076899647712706,HND,Honduras
107.0,26.17517355730149,22669.797000000002,253.782,6.7240943014621735,HRV,Croatia
88.0,7.911409475135519,1653.1729999999998,430.548,8.027283251285553,HTI,Haiti
573.0,58.61554381926199,26777.561,278.296,7.067919224500656,HUN,Hungary
2500.0,9.340087860712092,11188.743999999999,342.8640000000001,3.0395406857132903,IDN,Indonesia
14011.0,10.358435981828558,6426.674,282.28,3.6021219938993485,IND,India
1717.0,352.7616594713835,67335.293,126.459,8.368094414472573,IRL,Ireland
9742.0,119.0949628784228,19082.62,270.308,7.6374118775129345,IRN,Iran
1167.0,30.36405645060572,15663.986,218.612,3.2384713739156736,IRQ,Iraq
10.0,28.351019644421513,46482.958,117.992,8.221210539340975,ISL,Iceland
307.0,34.56117440446706,33132.32,93.32,7.207121849060058,ISR,Israel
34657.0,573.5847482761177,35220.084,113.15100000000001,8.93452599644661,ITA,Italy
10.0,3.4073233600978585,8193.571,206.537,5.569961890578271,JAM,Jamaica
9.0,0.9039765022356846,8337.49,208.257,7.487730979919433,JOR,Jordan
955.0,7.547670852001635,39002.223,79.37,10.854122489690779,JPN,Japan
127.0,6.950361829269561,24055.588,466.792,3.035991750657558,KAZ,Kazakhstan
125.0,2.4322373801417743,2993.028,218.637,5.203852504491809,KEN,Kenya
41.0,6.484468906180806,3393.474,436.36199999999997,7.058553993701935,KGZ,Kyrgyzstan
0.0,0.0,3645.07,270.892,6.407017484307293,KHM,Cambodia
281.0,5.44503649366158,35938.373999999996,85.99799999999998,7.074870467185974,KOR,South Korea
330.0,79.76199022118,65530.537000000004,132.235,3.8125365972518903,KWT,Kuwait
0.0,0.0,6397.36,368.111,2.4081863090395936,LAO,Laos
32.0,4.672266085553573,13367.565,266.591,7.824720740318298,LBN,Lebanon
34.0,7.0554393598475365,752.788,272.509,9.098421335220332,LBR,Liberia
0.0,0.0,12951.839,204.62,5.057272762060166,LCA,Saint Lucia
11.0,0.5076142131979695,11669.077,197.093,3.8056103885173798,LKA,Sri Lanka
0.0,0.0,2851.153,405.126,8.548127859830856,LSO,Lesotho
76.0,27.127907727991325,29524.265,342.9890000000001,6.382509917020795,LTU,Lithuania
110.0,180.93593223126902,94277.965,128.275,5.531493350863456,LUX,Luxembourg
30.0,15.56683516900913,25063.846,350.06,5.749250799417496,LVA,Latvia
214.0,5.939636968278286,7485.013000000001,419.14599999999996,5.309188589453695,MAR,Morocco
480.0,177.38038003007335,5189.972,408.50199999999995,8.084456026554111,MDA,Moldova
15.0,0.5711594628481331,1416.44,405.994,5.330600440502166,MDG,Madagascar
8.0,15.513015419937327,15183.616000000002,164.905,8.79278108477593,MDV,Maldives
22584.0,178.96710495222518,17336.468999999994,152.783,5.700176879763607,MEX,Mexico
247.0,118.58136361846951,13111.214,322.688,6.358608901500701,MKD,Macedonia
111.0,5.8183144814702406,2014.306,268.024,4.026185348629951,MLI,Mali
9.0,18.57086849761674,36513.323,168.71099999999996,9.188717007637024,MLT,Malta
6.0,0.11171437910218691,5591.597,202.104,4.364199638366702,MMR,Myanmar
0.0,0.0,11840.846000000001,460.043,4.184305146336556,MNG,Mongolia
5.0,0.1695147288296615,1136.103,329.94199999999995,5.349588319659231,MOZ,Mozambique
111.0,25.208257680172615,3597.633,232.347,4.250883311033247,MRT,Mauritania
10.0,7.90324530962149,20292.745,224.644,5.4604995250701895,MUS,Mauritius
11.0,0.606283912283946,1095.042,227.34900000000002,9.993272721767434,MWI,Malawi
121.0,3.837787201677462,26808.164,260.942,3.7797204405069333,MYS,Malaysia
0.0,0.0,9541.808,243.81099999999998,8.982652127742769,NAM,Namibia
67.0,2.985347557727265,926.0,238.33900000000003,6.567399203777312,NER,Niger
525.0,2.6802843490692063,5338.4540000000015,181.013,3.550864383578302,NGA,Nigeria
64.0,9.89867316019626,5321.444,137.016,8.194318562746044,NIC,Nicaragua
6090.0,353.4199678451665,48472.545,109.361,10.375210493803044,NLD,Netherlands
248.0,46.687485268968864,64800.057,114.316,9.863836616277686,NOR,Norway
23.0,0.81885878783764,2442.804,260.797,5.828711241483688,NPL,Nepal
22.0,4.54451559595125,36085.843,128.797,9.316181838512422,NZL,New Zealand
137.0,28.367425664403417,37960.709,266.342,3.7600989639759055,OMN,Oman
3695.0,17.41158484391987,5034.708,423.031,2.7531329914927483,PAK,Pakistan
521.0,124.73446044445211,22267.037,128.346,6.98603093624115,PAN,Panama
8045.0,251.4906879984955,12236.706,85.755,4.956688657402991,PER,Peru
1177.0,11.035900506321864,7599.188,370.43699999999995,4.353193342685702,PHL,Philippines
0.0,0.0,3823.1940000000004,561.494,2.6432360336184497,PNG,Papua New Guinea
1359.0,35.7869373728596,27216.445,227.331,6.442192643880844,POL,Poland
1534.0,149.16633135034814,27936.896,127.84200000000001,9.018246978521349,PRT,Portugal
13.0,1.8688710911662632,8827.01,199.128,6.569114774465557,PRY,Paraguay
99.0,35.59004154687982,116935.6,176.69,2.654688954353332,QAT,Qatar
1523.0,78.23839799816554,23313.199,370.94599999999997,5.063401088118554,ROU,Romania
8206.0,56.79755506113212,24765.953999999998,431.29699999999997,5.2364442497491845,RUS,Russia
2.0,0.1625759971659752,1854.211,191.375,6.702383309602737,RWA,Rwanda
1307.0,38.78344378405105,49045.41099999999,259.538,5.351573154330252,SAU,Saudi Arabia
533.0,12.750728543855079,4466.507000000001,431.38800000000003,6.513861492276192,SDN,Sudan
86.0,5.424375376867941,2470.58,241.21900000000002,4.312078282237052,SEN,Senegal
26.0,4.611011521144325,85535.383,92.243,4.1346968710422525,SGP,Singapore
55.0,7.189397755914456,1390.3,325.721,16.3310869038105,SLE,Sierra Leone
107.0,16.664735426299508,7292.4580000000005,167.295,7.594985663890839,SLV,El Salvador
262.0,37.521818507823156,14048.881000000001,439.415,8.891468495130539,SRB,Serbia
12.0,56.86449191576473,3052.7140000000004,270.113,6.501499563455582,STP,Sao Tome and Principe
8.0,13.889105906168673,13767.118999999999,258.314,5.674896091222763,SUR,Suriname
28.0,5.140660402282379,30155.152000000002,287.959,7.024033665657044,SVK,Slovakia
109.0,52.55813460090053,31400.84,153.493,8.493027538061144,SVN,Slovenia
5122.0,503.38007633058135,46949.282999999996,133.982,11.04345306754112,SWE,Sweden
6.0,5.28080225947926,7738.975,333.436,7.1448290348053005,SWZ,Swaziland
0.0,0.0,26382.287,242.648,4.803862646222114,SYC,Seychelles
74.0,4.781056369236073,1768.1529999999998,280.995,4.461597949266435,TCD,Chad
13.0,1.6478444799871823,1429.8129999999999,280.033,6.336215957999233,TGO,Togo
58.0,0.8353915171810364,16277.671,109.861,3.6629690229892717,THA,Thailand
52.0,5.713760173926859,2896.913,427.69800000000004,6.867642551660537,TJK,Tajikistan
0.0,0.0,6570.102,335.346,3.0946988984942445,TLS,Timor
8.0,5.755983704810132,28763.071,228.467,6.031748205423354,TTO,Trinidad and Tobago
50.0,4.32331327661838,10849.296999999999,318.991,6.980008780956267,TUN,Tunisia
4974.0,60.42294310899293,25129.341,171.285,4.284106940031052,TUR,Turkey
21.0,0.37288025564954425,2683.304,217.28799999999998,3.9839930087327935,TZA,Tanzania
0.0,0.0,1697.707,213.333,6.642394885420803,UGA,Uganda
1012.0,22.67913355670039,7894.393,539.849,6.937526315450666,UKR,Ukraine
25.0,7.247849490577651,20551.409,160.708,9.010100215673448,URY,Uruguay
120402.0,368.554045169913,54225.445999999996,151.089,16.7955181002617,USA,United States
19.0,0.5765367739429653,6253.104,724.4169999999997,6.1098602414131165,UZB,Uzbekistan
0.0,0.0,10727.146,252.675,4.414735585451125,VCT,Saint Vincent and the Grenadines
35.0,1.2123229510573101,16745.022,204.85,4.179559778422118,VEN,Venezuela
0.0,0.0,6171.884,245.465,5.7924252003431285,VNM,Vietnam
1991.0,34.458515495307324,12294.876,200.38,8.012191653251648,ZAF,South Africa
11.0,0.6339391909391418,3689.2509999999997,234.49900000000002,4.380560666322708,ZMB,Zambia
6.0,0.4155407244453882,1899.775,307.846,7.23239406943321,ZWE,Zimbabwe
